Player,ContextType,ContextValue,FG_PCT
Tyrese Maxey,DefenderDistance,2-4 Feet - Tight,0.485
Tyrese Maxey,DefenderDistance,4-6 Feet - Open,0.372
Tyrese Maxey,DefenderDistance,6+ Feet - Wide Open,0.478
Tyrese Maxey,ShotClock,24-22,0.824
Tyrese Maxey,ShotClock,22-18 Very Early,0.556
Tyrese Maxey,ShotClock,18-15 Early,0.435
Tyrese Maxey,ShotClock,15-7 Average,0.41
Tyrese Maxey,ShotClock,7-4 Late,0.416
Tyrese Maxey,ShotClock,4-0 Very Late,0.322
Miles McBride,TouchTime,Touch < 2 Seconds,0.409
Miles McBride,TouchTime,Touch 2-6 Seconds,0.382
Miles McBride,TouchTime,Touch 6+ Seconds,0.408
Miles McBride,DribbleRange,0 Dribbles,0.42
Miles McBride,DribbleRange,1 Dribble,0.359
Miles McBride,DribbleRange,2 Dribbles,0.371
Miles McBride,DribbleRange,3-6 Dribbles,0.373
Miles McBride,DribbleRange,7+ Dribbles,0.44
Miles McBride,DefenderDistance,0-2 Feet - Very Tight,0.143
Miles McBride,DefenderDistance,2-4 Feet - Tight,0.41
Miles McBride,DefenderDistance,4-6 Feet - Open,0.391
Miles McBride,DefenderDistance,6+ Feet - Wide Open,0.513
Miles McBride,ShotClock,24-22,0.583
Miles McBride,ShotClock,22-18 Very Early,0.473
Miles McBride,ShotClock,18-15 Early,0.377
Miles McBride,ShotClock,15-7 Average,0.39
Miles McBride,ShotClock,7-4 Late,0.525
Miles McBride,ShotClock,4-0 Very Late,0.265
Jared McCain,TouchTime,Touch < 2 Seconds,0.457
Jared McCain,TouchTime,Touch 2-6 Seconds,0.465
Jared McCain,TouchTime,Touch 6+ Seconds,0.455
Jared McCain,DribbleRange,0 Dribbles,0.484
Jared McCain,DribbleRange,1 Dribble,0.176
Jared McCain,DribbleRange,2 Dribbles,0.522
Jared McCain,DribbleRange,3-6 Dribbles,0.47
Jared McCain,DribbleRange,7+ Dribbles,0.467
Jared McCain,DefenderDistance,0-2 Feet - Very Tight,0.414
Jared McCain,DefenderDistance,2-4 Feet - Tight,0.481
Jared McCain,DefenderDistance,4-6 Feet - Open,0.475
Jared McCain,DefenderDistance,6+ Feet - Wide Open,0.442
Jared McCain,ShotClock,24-22,1.0
Jared McCain,ShotClock,22-18 Very Early,0.393
Jared McCain,ShotClock,18-15 Early,0.5
Jared McCain,ShotClock,15-7 Average,0.496
Jared McCain,ShotClock,7-4 Late,0.429
Jared McCain,ShotClock,4-0 Very Late,0.375
Mac McClung,TouchTime,Touch < 2 Seconds,0.0
Mac McClung,TouchTime,Touch 6+ Seconds,0.0
Mac McClung,DribbleRange,0 Dribbles,0.0
Mac McClung,DribbleRange,7+ Dribbles,0.0
Mac McClung,DefenderDistance,2-4 Feet - Tight,0.0
Mac McClung,DefenderDistance,4-6 Feet - Open,0.0
Mac McClung,ShotClock,7-4 Late,0.0
Mac McClung,ShotClock,4-0 Very Late,0.0
T.J. McConnell,TouchTime,Touch < 2 Seconds,0.488
T.J. McConnell,TouchTime,Touch 2-6 Seconds,0.536
T.J. McConnell,TouchTime,Touch 6+ Seconds,0.515
T.J. McConnell,DribbleRange,0 Dribbles,0.518
T.J. McConnell,DribbleRange,1 Dribble,0.396
T.J. McConnell,DribbleRange,2 Dribbles,0.568
T.J. McConnell,DribbleRange,3-6 Dribbles,0.536
T.J. McConnell,DribbleRange,7+ Dribbles,0.512
T.J. McConnell,DefenderDistance,0-2 Feet - Very Tight,0.478
T.J. McConnell,DefenderDistance,2-4 Feet - Tight,0.507
T.J. McConnell,DefenderDistance,4-6 Feet - Open,0.554
T.J. McConnell,DefenderDistance,6+ Feet - Wide Open,0.486
T.J. McConnell,ShotClock,24-22,0.75
T.J. McConnell,ShotClock,22-18 Very Early,0.645
T.J. McConnell,ShotClock,18-15 Early,0.496
T.J. McConnell,ShotClock,15-7 Average,0.507
T.J. McConnell,ShotClock,7-4 Late,0.554
T.J. McConnell,ShotClock,4-0 Very Late,0.403
Kevin McCullar Jr.,TouchTime,Touch < 2 Seconds,0.333
Kevin McCullar Jr.,TouchTime,Touch 2-6 Seconds,0.333
Kevin McCullar Jr.,TouchTime,Touch 6+ Seconds,0.0
Kevin McCullar Jr.,DribbleRange,0 Dribbles,0.0
Kevin McCullar Jr.,DribbleRange,1 Dribble,0.5
Kevin McCullar Jr.,DribbleRange,3-6 Dribbles,0.333
Kevin McCullar Jr.,DribbleRange,7+ Dribbles,0.0
Kevin McCullar Jr.,DefenderDistance,0-2 Feet - Very Tight,1.0
Kevin McCullar Jr.,DefenderDistance,2-4 Feet - Tight,0.25
Kevin McCullar Jr.,DefenderDistance,4-6 Feet - Open,0.0
Kevin McCullar Jr.,DefenderDistance,6+ Feet - Wide Open,0.0
Kevin McCullar Jr.,ShotClock,22-18 Very Early,1.0
Kevin McCullar Jr.,ShotClock,15-7 Average,0.0
Kevin McCullar Jr.,ShotClock,7-4 Late,0.5
Kevin McCullar Jr.,ShotClock,4-0 Very Late,0.0
Jaden McDaniels,TouchTime,Touch < 2 Seconds,0.466
Jaden McDaniels,TouchTime,Touch 2-6 Seconds,0.487
Jaden McDaniels,TouchTime,Touch 6+ Seconds,0.533
Jaden McDaniels,DribbleRange,0 Dribbles,0.448
Jaden McDaniels,DribbleRange,1 Dribble,0.5
Jaden McDaniels,DribbleRange,2 Dribbles,0.525
Jaden McDaniels,DribbleRange,3-6 Dribbles,0.477
Jaden McDaniels,DribbleRange,7+ Dribbles,0.56
Jaden McDaniels,DefenderDistance,0-2 Feet - Very Tight,0.527
Jaden McDaniels,DefenderDistance,2-4 Feet - Tight,0.559
Jaden McDaniels,DefenderDistance,4-6 Feet - Open,0.45
Jaden McDaniels,DefenderDistance,6+ Feet - Wide Open,0.387
Jaden McDaniels,ShotClock,24-22,0.576
Jaden McDaniels,ShotClock,22-18 Very Early,0.639
Jaden McDaniels,ShotClock,18-15 Early,0.462
Jaden McDaniels,ShotClock,15-7 Average,0.465
Jaden McDaniels,ShotClock,7-4 Late,0.443
Jaden McDaniels,ShotClock,4-0 Very Late,0.356
Bryce McGowens,TouchTime,Touch < 2 Seconds,0.2
Bryce McGowens,TouchTime,Touch 2-6 Seconds,0.5
Bryce McGowens,TouchTime,Touch 6+ Seconds,0.0
Bryce McGowens,DribbleRange,0 Dribbles,0.25
Bryce McGowens,DribbleRange,1 Dribble,0.333
Bryce McGowens,DribbleRange,2 Dribbles,0.5
Bryce McGowens,DribbleRange,3-6 Dribbles,0.5
Bryce McGowens,DribbleRange,7+ Dribbles,0.0
Bryce McGowens,DefenderDistance,0-2 Feet - Very Tight,0.0
Bryce McGowens,DefenderDistance,2-4 Feet - Tight,0.286
Bryce McGowens,DefenderDistance,4-6 Feet - Open,0.5
Bryce McGowens,DefenderDistance,6+ Feet - Wide Open,0.0
Bryce McGowens,ShotClock,22-18 Very Early,0.4
Bryce McGowens,ShotClock,18-15 Early,0.25
Bryce McGowens,ShotClock,15-7 Average,0.0
Bryce McGowens,ShotClock,4-0 Very Late,0.5
Jordan McLaughlin,TouchTime,Touch < 2 Seconds,0.5
Jordan McLaughlin,TouchTime,Touch 2-6 Seconds,0.625
Jordan McLaughlin,TouchTime,Touch 6+ Seconds,0.5
Jordan McLaughlin,DribbleRange,0 Dribbles,0.417
Jordan McLaughlin,DribbleRange,1 Dribble,0.8
Jordan McLaughlin,DribbleRange,2 Dribbles,0.0
Jordan McLaughlin,DribbleRange,3-6 Dribbles,0.667
Jordan McLaughlin,DribbleRange,7+ Dribbles,0.5
Jordan McLaughlin,DefenderDistance,0-2 Feet - Very Tight,1.0
Jordan McLaughlin,DefenderDistance,2-4 Feet - Tight,0.625
Jordan McLaughlin,DefenderDistance,4-6 Feet - Open,0.2
Jordan McLaughlin,DefenderDistance,6+ Feet - Wide Open,0.571
Jordan McLaughlin,ShotClock,22-18 Very Early,0.6
Jordan McLaughlin,ShotClock,18-15 Early,0.5
Jordan McLaughlin,ShotClock,15-7 Average,0.455
Jordan McLaughlin,ShotClock,4-0 Very Late,0.667
Jack McVeigh,TouchTime,Touch < 2 Seconds,0.267
Jack McVeigh,TouchTime,Touch 2-6 Seconds,0.5
Jack McVeigh,DribbleRange,0 Dribbles,0.308
Jack McVeigh,DribbleRange,1 Dribble,0.0
Jack McVeigh,DribbleRange,2 Dribbles,1.0
Jack McVeigh,DribbleRange,3-6 Dribbles,0.0
Jack McVeigh,DefenderDistance,2-4 Feet - Tight,0.25
Jack McVeigh,DefenderDistance,4-6 Feet - Open,0.143
Jack McVeigh,DefenderDistance,6+ Feet - Wide Open,0.5
Jack McVeigh,ShotClock,22-18 Very Early,0.0
Jack McVeigh,ShotClock,18-15 Early,0.0
Jack McVeigh,ShotClock,15-7 Average,0.444
Jack McVeigh,ShotClock,4-0 Very Late,0.5
Sam Merrill,TouchTime,Touch < 2 Seconds,0.404
Sam Merrill,TouchTime,Touch 2-6 Seconds,0.432
Sam Merrill,TouchTime,Touch 6+ Seconds,0.0
Sam Merrill,DribbleRange,0 Dribbles,0.414
Sam Merrill,DribbleRange,1 Dribble,0.362
Sam Merrill,DribbleRange,2 Dribbles,0.538
Sam Merrill,DribbleRange,3-6 Dribbles,0.313
Sam Merrill,DribbleRange,7+ Dribbles,0.0
Sam Merrill,DefenderDistance,0-2 Feet - Very Tight,0.316
Sam Merrill,DefenderDistance,2-4 Feet - Tight,0.366
Sam Merrill,DefenderDistance,4-6 Feet - Open,0.437
Sam Merrill,DefenderDistance,6+ Feet - Wide Open,0.403
Sam Merrill,ShotClock,24-22,1.0
Sam Merrill,ShotClock,22-18 Very Early,0.494
Sam Merrill,ShotClock,18-15 Early,0.452
Sam Merrill,ShotClock,15-7 Average,0.381
Sam Merrill,ShotClock,7-4 Late,0.2
Sam Merrill,ShotClock,4-0 Very Late,0.208
Khris Middleton,TouchTime,Touch < 2 Seconds,0.478
Khris Middleton,TouchTime,Touch 2-6 Seconds,0.393
Khris Middleton,TouchTime,Touch 6+ Seconds,0.316
Khris Middleton,DribbleRange,0 Dribbles,0.379
Khris Middleton,DribbleRange,1 Dribble,0.522
Khris Middleton,DribbleRange,2 Dribbles,0.526
Khris Middleton,DribbleRange,3-6 Dribbles,0.349
Khris Middleton,DribbleRange,7+ Dribbles,0.333
Khris Middleton,DefenderDistance,0-2 Feet - Very Tight,0.5
Khris Middleton,DefenderDistance,2-4 Feet - Tight,0.452
Khris Middleton,DefenderDistance,4-6 Feet - Open,0.375
Khris Middleton,DefenderDistance,6+ Feet - Wide Open,0.438
Khris Middleton,ShotClock,24-22,0.0
Khris Middleton,ShotClock,22-18 Very Early,0.444
Khris Middleton,ShotClock,18-15 Early,0.313
Khris Middleton,ShotClock,15-7 Average,0.469
Khris Middleton,ShotClock,7-4 Late,0.385
Khris Middleton,ShotClock,4-0 Very Late,0.0
Brandon Miller,TouchTime,Touch < 2 Seconds,0.429
Brandon Miller,TouchTime,Touch 2-6 Seconds,0.421
Brandon Miller,TouchTime,Touch 6+ Seconds,0.282
Brandon Miller,DribbleRange,0 Dribbles,0.445
Brandon Miller,DribbleRange,1 Dribble,0.417
Brandon Miller,DribbleRange,2 Dribbles,0.455
Brandon Miller,DribbleRange,3-6 Dribbles,0.368
Brandon Miller,DribbleRange,7+ Dribbles,0.245
Brandon Miller,DefenderDistance,0-2 Feet - Very Tight,0.583
Brandon Miller,DefenderDistance,2-4 Feet - Tight,0.432
Brandon Miller,DefenderDistance,4-6 Feet - Open,0.367
Brandon Miller,DefenderDistance,6+ Feet - Wide Open,0.379
Brandon Miller,ShotClock,24-22,0.9
Brandon Miller,ShotClock,22-18 Very Early,0.597
Brandon Miller,ShotClock,18-15 Early,0.353
Brandon Miller,ShotClock,15-7 Average,0.384
Brandon Miller,ShotClock,7-4 Late,0.364
Brandon Miller,ShotClock,4-0 Very Late,0.244
Emanuel Miller,TouchTime,Touch < 2 Seconds,0.5
Emanuel Miller,DribbleRange,0 Dribbles,0.5
Emanuel Miller,DribbleRange,1 Dribble,0.5
Emanuel Miller,DefenderDistance,0-2 Feet - Very Tight,0.0
Emanuel Miller,DefenderDistance,2-4 Feet - Tight,0.5
Emanuel Miller,DefenderDistance,4-6 Feet - Open,1.0
Emanuel Miller,DefenderDistance,6+ Feet - Wide Open,0.0
Emanuel Miller,ShotClock,24-22,1.0
Emanuel Miller,ShotClock,18-15 Early,0.667
Emanuel Miller,ShotClock,15-7 Average,0.25
Jordan Miller,TouchTime,Touch < 2 Seconds,0.424
Jordan Miller,TouchTime,Touch 2-6 Seconds,0.429
Jordan Miller,TouchTime,Touch 6+ Seconds,0.5
Jordan Miller,DribbleRange,0 Dribbles,0.411
Jordan Miller,DribbleRange,1 Dribble,0.353
Jordan Miller,DribbleRange,2 Dribbles,0.471
Jordan Miller,DribbleRange,3-6 Dribbles,0.455
Jordan Miller,DribbleRange,7+ Dribbles,0.545
Jordan Miller,DefenderDistance,0-2 Feet - Very Tight,0.462
Jordan Miller,DefenderDistance,2-4 Feet - Tight,0.457
Jordan Miller,DefenderDistance,4-6 Feet - Open,0.433
Jordan Miller,DefenderDistance,6+ Feet - Wide Open,0.333
Jordan Miller,ShotClock,24-22,0.6
Jordan Miller,ShotClock,22-18 Very Early,0.409
Jordan Miller,ShotClock,18-15 Early,0.5
Jordan Miller,ShotClock,15-7 Average,0.419
Jordan Miller,ShotClock,7-4 Late,0.429
Jordan Miller,ShotClock,4-0 Very Late,0.368
Leonard Miller,TouchTime,Touch < 2 Seconds,0.125
Leonard Miller,TouchTime,Touch 2-6 Seconds,0.667
Leonard Miller,TouchTime,Touch 6+ Seconds,1.0
Leonard Miller,DribbleRange,0 Dribbles,0.125
Leonard Miller,DribbleRange,1 Dribble,0.5
Leonard Miller,DribbleRange,2 Dribbles,1.0
Leonard Miller,DribbleRange,3-6 Dribbles,0.667
Leonard Miller,DefenderDistance,0-2 Feet - Very Tight,0.0
Leonard Miller,DefenderDistance,2-4 Feet - Tight,0.8
Leonard Miller,DefenderDistance,4-6 Feet - Open,0.2
Leonard Miller,DefenderDistance,6+ Feet - Wide Open,0.25
Leonard Miller,ShotClock,22-18 Very Early,0.0
Leonard Miller,ShotClock,18-15 Early,0.5
Leonard Miller,ShotClock,15-7 Average,0.286
Leonard Miller,ShotClock,7-4 Late,1.0
Leonard Miller,ShotClock,4-0 Very Late,0.5
Patty Mills,TouchTime,Touch < 2 Seconds,0.438
Patty Mills,TouchTime,Touch 2-6 Seconds,0.75
Patty Mills,DribbleRange,0 Dribbles,0.462
Patty Mills,DribbleRange,1 Dribble,0.5
Patty Mills,DribbleRange,2 Dribbles,0.0
Patty Mills,DribbleRange,3-6 Dribbles,0.75
Patty Mills,DefenderDistance,2-4 Feet - Tight,0.2
Patty Mills,DefenderDistance,4-6 Feet - Open,0.636
Patty Mills,DefenderDistance,6+ Feet - Wide Open,0.5
Patty Mills,ShotClock,22-18 Very Early,1.0
Patty Mills,ShotClock,18-15 Early,0.0
Patty Mills,ShotClock,15-7 Average,0.5
Patty Mills,ShotClock,7-4 Late,0.0
Patty Mills,ShotClock,4-0 Very Late,1.0
Shake Milton,TouchTime,Touch < 2 Seconds,0.421
Shake Milton,TouchTime,Touch 2-6 Seconds,0.474
Shake Milton,TouchTime,Touch 6+ Seconds,0.381
Shake Milton,DribbleRange,0 Dribbles,0.419
Shake Milton,DribbleRange,1 Dribble,0.429
Shake Milton,DribbleRange,2 Dribbles,0.583
Shake Milton,DribbleRange,3-6 Dribbles,0.455
Shake Milton,DribbleRange,7+ Dribbles,0.333
Shake Milton,DefenderDistance,0-2 Feet - Very Tight,0.333
Shake Milton,DefenderDistance,2-4 Feet - Tight,0.488
Shake Milton,DefenderDistance,4-6 Feet - Open,0.435
Shake Milton,DefenderDistance,6+ Feet - Wide Open,0.357
Shake Milton,ShotClock,24-22,0.5
Shake Milton,ShotClock,22-18 Very Early,0.647
Shake Milton,ShotClock,18-15 Early,0.273
Shake Milton,ShotClock,15-7 Average,0.419
Shake Milton,ShotClock,7-4 Late,0.222
Shake Milton,ShotClock,4-0 Very Late,0.467
Justin Minaya,TouchTime,Touch < 2 Seconds,0.313
Justin Minaya,TouchTime,Touch 2-6 Seconds,0.5
Justin Minaya,TouchTime,Touch 6+ Seconds,1.0
Justin Minaya,DribbleRange,0 Dribbles,0.286
Justin Minaya,DribbleRange,1 Dribble,0.5
Justin Minaya,DribbleRange,2 Dribbles,1.0
Justin Minaya,DribbleRange,3-6 Dribbles,0.333
Justin Minaya,DribbleRange,7+ Dribbles,1.0
Justin Minaya,DefenderDistance,0-2 Feet - Very Tight,0.0
Justin Minaya,DefenderDistance,2-4 Feet - Tight,0.625
Justin Minaya,DefenderDistance,4-6 Feet - Open,0.25
Justin Minaya,DefenderDistance,6+ Feet - Wide Open,0.286
Justin Minaya,ShotClock,24-22,0.5
Justin Minaya,ShotClock,22-18 Very Early,0.75
Justin Minaya,ShotClock,18-15 Early,0.333
Justin Minaya,ShotClock,15-7 Average,0.4
Justin Minaya,ShotClock,4-0 Very Late,0.0
Riley Minix,TouchTime,Touch < 2 Seconds,0.0
Riley Minix,DribbleRange,0 Dribbles,0.0
Riley Minix,DefenderDistance,6+ Feet - Wide Open,0.0
Riley Minix,ShotClock,15-7 Average,0.0
Yves Missi,TouchTime,Touch < 2 Seconds,0.578
Yves Missi,TouchTime,Touch 2-6 Seconds,0.455
Yves Missi,TouchTime,Touch 6+ Seconds,0.0
Yves Missi,DribbleRange,0 Dribbles,0.585
Yves Missi,DribbleRange,1 Dribble,0.422
Yves Missi,DribbleRange,2 Dribbles,0.514
Yves Missi,DribbleRange,3-6 Dribbles,0.571
Yves Missi,DribbleRange,7+ Dribbles,0.0
Yves Missi,DefenderDistance,0-2 Feet - Very Tight,0.413
Yves Missi,DefenderDistance,2-4 Feet - Tight,0.521
Yves Missi,DefenderDistance,4-6 Feet - Open,0.75
Yves Missi,DefenderDistance,6+ Feet - Wide Open,0.909
Yves Missi,ShotClock,24-22,0.527
Yves Missi,ShotClock,22-18 Very Early,0.81
Yves Missi,ShotClock,18-15 Early,0.647
Yves Missi,ShotClock,15-7 Average,0.518
Yves Missi,ShotClock,7-4 Late,0.521
Yves Missi,ShotClock,4-0 Very Late,0.489
Ajay Mitchell,TouchTime,Touch < 2 Seconds,0.468
Ajay Mitchell,TouchTime,Touch 2-6 Seconds,0.458
Ajay Mitchell,TouchTime,Touch 6+ Seconds,0.647
Ajay Mitchell,DribbleRange,0 Dribbles,0.466
Ajay Mitchell,DribbleRange,1 Dribble,0.444
Ajay Mitchell,DribbleRange,2 Dribbles,0.458
Ajay Mitchell,DribbleRange,3-6 Dribbles,0.452
Ajay Mitchell,DribbleRange,7+ Dribbles,0.649
Ajay Mitchell,DefenderDistance,0-2 Feet - Very Tight,0.467
Ajay Mitchell,DefenderDistance,2-4 Feet - Tight,0.53
Ajay Mitchell,DefenderDistance,4-6 Feet - Open,0.467
Ajay Mitchell,DefenderDistance,6+ Feet - Wide Open,0.474
Ajay Mitchell,ShotClock,24-22,0.333
Ajay Mitchell,ShotClock,22-18 Very Early,0.379
Ajay Mitchell,ShotClock,18-15 Early,0.444
Ajay Mitchell,ShotClock,15-7 Average,0.564
Ajay Mitchell,ShotClock,7-4 Late,0.533
Ajay Mitchell,ShotClock,4-0 Very Late,0.3
Davion Mitchell,TouchTime,Touch < 2 Seconds,0.458
Davion Mitchell,TouchTime,Touch 2-6 Seconds,0.5
Davion Mitchell,TouchTime,Touch 6+ Seconds,0.574
Davion Mitchell,DribbleRange,0 Dribbles,0.443
Davion Mitchell,DribbleRange,1 Dribble,0.667
Davion Mitchell,DribbleRange,2 Dribbles,0.458
Davion Mitchell,DribbleRange,3-6 Dribbles,0.5
Davion Mitchell,DribbleRange,7+ Dribbles,0.571
Davion Mitchell,DefenderDistance,0-2 Feet - Very Tight,0.222
Davion Mitchell,DefenderDistance,2-4 Feet - Tight,0.521
Davion Mitchell,DefenderDistance,4-6 Feet - Open,0.477
Davion Mitchell,DefenderDistance,6+ Feet - Wide Open,0.529
Davion Mitchell,ShotClock,24-22,1.0
Davion Mitchell,ShotClock,22-18 Very Early,0.633
Davion Mitchell,ShotClock,18-15 Early,0.559
Davion Mitchell,ShotClock,15-7 Average,0.525
Davion Mitchell,ShotClock,7-4 Late,0.419
Davion Mitchell,ShotClock,4-0 Very Late,0.233
Donovan Mitchell,TouchTime,Touch < 2 Seconds,0.425
Donovan Mitchell,TouchTime,Touch 2-6 Seconds,0.487
Donovan Mitchell,TouchTime,Touch 6+ Seconds,0.422
Donovan Mitchell,DribbleRange,0 Dribbles,0.425
Donovan Mitchell,DribbleRange,1 Dribble,0.438
Donovan Mitchell,DribbleRange,2 Dribbles,0.451
Donovan Mitchell,DribbleRange,3-6 Dribbles,0.464
Donovan Mitchell,DribbleRange,7+ Dribbles,0.436
Donovan Mitchell,DefenderDistance,0-2 Feet - Very Tight,0.296
Donovan Mitchell,DefenderDistance,2-4 Feet - Tight,0.458
Donovan Mitchell,DefenderDistance,4-6 Feet - Open,0.427
Donovan Mitchell,DefenderDistance,6+ Feet - Wide Open,0.486
Donovan Mitchell,ShotClock,24-22,0.813
Donovan Mitchell,ShotClock,22-18 Very Early,0.518
Donovan Mitchell,ShotClock,18-15 Early,0.437
Donovan Mitchell,ShotClock,15-7 Average,0.438
Donovan Mitchell,ShotClock,7-4 Late,0.391
Donovan Mitchell,ShotClock,4-0 Very Late,0.317
Evan Mobley,TouchTime,Touch < 2 Seconds,0.631
Evan Mobley,TouchTime,Touch 2-6 Seconds,0.47
Evan Mobley,TouchTime,Touch 6+ Seconds,0.426
Evan Mobley,DribbleRange,0 Dribbles,0.63
Evan Mobley,DribbleRange,1 Dribble,0.508
Evan Mobley,DribbleRange,2 Dribbles,0.466
Evan Mobley,DribbleRange,3-6 Dribbles,0.461
Evan Mobley,DribbleRange,7+ Dribbles,0.438
Evan Mobley,DefenderDistance,0-2 Feet - Very Tight,0.565
Evan Mobley,DefenderDistance,2-4 Feet - Tight,0.613
Evan Mobley,DefenderDistance,4-6 Feet - Open,0.498
Evan Mobley,DefenderDistance,6+ Feet - Wide Open,0.425
Evan Mobley,ShotClock,24-22,0.694
Evan Mobley,ShotClock,22-18 Very Early,0.637
Evan Mobley,ShotClock,18-15 Early,0.532
Evan Mobley,ShotClock,15-7 Average,0.565
Evan Mobley,ShotClock,7-4 Late,0.5
Evan Mobley,ShotClock,4-0 Very Late,0.438
Isaiah Mobley,TouchTime,Touch < 2 Seconds,0.25
Isaiah Mobley,TouchTime,Touch 2-6 Seconds,0.333
Isaiah Mobley,DribbleRange,0 Dribbles,0.25
Isaiah Mobley,DribbleRange,2 Dribbles,0.0
Isaiah Mobley,DribbleRange,3-6 Dribbles,1.0
Isaiah Mobley,DefenderDistance,0-2 Feet - Very Tight,0.5
Isaiah Mobley,DefenderDistance,2-4 Feet - Tight,0.0
Isaiah Mobley,DefenderDistance,4-6 Feet - Open,0.333
Isaiah Mobley,ShotClock,18-15 Early,0.0
Isaiah Mobley,ShotClock,15-7 Average,0.2
Isaiah Mobley,ShotClock,7-4 Late,1.0
Jonathan Mogbo,TouchTime,Touch < 2 Seconds,0.477
Jonathan Mogbo,TouchTime,Touch 2-6 Seconds,0.355
Jonathan Mogbo,TouchTime,Touch 6+ Seconds,0.4
Jonathan Mogbo,DribbleRange,0 Dribbles,0.503
Jonathan Mogbo,DribbleRange,1 Dribble,0.391
Jonathan Mogbo,DribbleRange,2 Dribbles,0.39
Jonathan Mogbo,DribbleRange,3-6 Dribbles,0.353
Jonathan Mogbo,DribbleRange,7+ Dribbles,0.0
Jonathan Mogbo,DefenderDistance,0-2 Feet - Very Tight,0.429
Jonathan Mogbo,DefenderDistance,2-4 Feet - Tight,0.489
Jonathan Mogbo,DefenderDistance,4-6 Feet - Open,0.435
Jonathan Mogbo,DefenderDistance,6+ Feet - Wide Open,0.329
Jonathan Mogbo,ShotClock,24-22,0.353
Jonathan Mogbo,ShotClock,22-18 Very Early,0.571
Jonathan Mogbo,ShotClock,18-15 Early,0.467
Jonathan Mogbo,ShotClock,15-7 Average,0.441
Jonathan Mogbo,ShotClock,7-4 Late,0.361
Jonathan Mogbo,ShotClock,4-0 Very Late,0.286
Malik Monk,TouchTime,Touch < 2 Seconds,0.395
Malik Monk,TouchTime,Touch 2-6 Seconds,0.481
Malik Monk,TouchTime,Touch 6+ Seconds,0.432
Malik Monk,DribbleRange,0 Dribbles,0.401
Malik Monk,DribbleRange,1 Dribble,0.389
Malik Monk,DribbleRange,2 Dribbles,0.529
Malik Monk,DribbleRange,3-6 Dribbles,0.45
Malik Monk,DribbleRange,7+ Dribbles,0.453
Malik Monk,DefenderDistance,0-2 Feet - Very Tight,0.467
Malik Monk,DefenderDistance,2-4 Feet - Tight,0.506
Malik Monk,DefenderDistance,4-6 Feet - Open,0.403
Malik Monk,DefenderDistance,6+ Feet - Wide Open,0.389
Malik Monk,ShotClock,24-22,0.5
Malik Monk,ShotClock,22-18 Very Early,0.524
Malik Monk,ShotClock,18-15 Early,0.424
Malik Monk,ShotClock,15-7 Average,0.462
Malik Monk,ShotClock,7-4 Late,0.32
Malik Monk,ShotClock,4-0 Very Late,0.307
Moses Moody,TouchTime,Touch < 2 Seconds,0.409
Moses Moody,TouchTime,Touch 2-6 Seconds,0.518
Moses Moody,TouchTime,Touch 6+ Seconds,0.346
Moses Moody,DribbleRange,0 Dribbles,0.407
Moses Moody,DribbleRange,1 Dribble,0.5
Moses Moody,DribbleRange,2 Dribbles,0.471
Moses Moody,DribbleRange,3-6 Dribbles,0.465
Moses Moody,DribbleRange,7+ Dribbles,0.526
Moses Moody,DefenderDistance,0-2 Feet - Very Tight,0.441
Moses Moody,DefenderDistance,2-4 Feet - Tight,0.428
Moses Moody,DefenderDistance,4-6 Feet - Open,0.396
Moses Moody,DefenderDistance,6+ Feet - Wide Open,0.484
Moses Moody,ShotClock,24-22,0.563
Moses Moody,ShotClock,22-18 Very Early,0.515
Moses Moody,ShotClock,18-15 Early,0.421
Moses Moody,ShotClock,15-7 Average,0.385
Moses Moody,ShotClock,7-4 Late,0.429
Moses Moody,ShotClock,4-0 Very Late,0.467
Tazé Moore,TouchTime,Touch < 2 Seconds,0.5
Tazé Moore,TouchTime,Touch 2-6 Seconds,0.0
Tazé Moore,DribbleRange,0 Dribbles,0.5
Tazé Moore,DribbleRange,3-6 Dribbles,0.0
Tazé Moore,DefenderDistance,0-2 Feet - Very Tight,1.0
Tazé Moore,DefenderDistance,2-4 Feet - Tight,0.0
Tazé Moore,DefenderDistance,4-6 Feet - Open,0.0
Tazé Moore,DefenderDistance,6+ Feet - Wide Open,0.333
Tazé Moore,ShotClock,24-22,1.0
Tazé Moore,ShotClock,18-15 Early,0.0
Tazé Moore,ShotClock,15-7 Average,0.2
Tazé Moore,ShotClock,7-4 Late,0.0
Tazé Moore,ShotClock,4-0 Very Late,0.0
Wendell Moore Jr.,TouchTime,Touch < 2 Seconds,0.511
Wendell Moore Jr.,TouchTime,Touch 2-6 Seconds,0.435
Wendell Moore Jr.,TouchTime,Touch 6+ Seconds,0.333
Wendell Moore Jr.,DribbleRange,0 Dribbles,0.524
Wendell Moore Jr.,DribbleRange,1 Dribble,0.444
Wendell Moore Jr.,DribbleRange,2 Dribbles,0.6
Wendell Moore Jr.,DribbleRange,3-6 Dribbles,0.4
Wendell Moore Jr.,DribbleRange,7+ Dribbles,0.2
Wendell Moore Jr.,DefenderDistance,0-2 Feet - Very Tight,0.0
Wendell Moore Jr.,DefenderDistance,2-4 Feet - Tight,0.63
Wendell Moore Jr.,DefenderDistance,4-6 Feet - Open,0.526
Wendell Moore Jr.,DefenderDistance,6+ Feet - Wide Open,0.375
