Player,ContextType,ContextValue,FG_PCT
Tolu Smith,TouchTime,Touch < 2 Seconds,0.667
Tolu Smith,DribbleRange,0 Dribbles,0.667
Tolu Smith,DefenderDistance,0-2 Feet - Very Tight,0.75
Tolu Smith,DefenderDistance,2-4 Feet - Tight,0.6
Tolu Smith,ShotClock,18-15 Early,1.0
Tolu Smith,ShotClock,15-7 Average,0.571
Tolu Smith,ShotClock,4-0 Very Late,1.0
Tyler Smith,TouchTime,Touch < 2 Seconds,0.489
Tyler Smith,TouchTime,Touch 2-6 Seconds,0.4
Tyler Smith,DribbleRange,0 Dribbles,0.463
Tyler Smith,DribbleRange,1 Dribble,0.75
Tyler Smith,DribbleRange,2 Dribbles,0.5
Tyler Smith,DribbleRange,3-6 Dribbles,0.0
Tyler Smith,DefenderDistance,0-2 Feet - Very Tight,0.75
Tyler Smith,DefenderDistance,2-4 Feet - Tight,0.364
Tyler Smith,DefenderDistance,4-6 Feet - Open,0.571
Tyler Smith,DefenderDistance,6+ Feet - Wide Open,0.429
Tyler Smith,ShotClock,24-22,1.0
Tyler Smith,ShotClock,22-18 Very Early,0.833
Tyler Smith,ShotClock,18-15 Early,0.286
Tyler Smith,ShotClock,15-7 Average,0.478
Tyler Smith,ShotClock,7-4 Late,0.6
Tyler Smith,ShotClock,4-0 Very Late,0.25
Jabari Smith Jr.,TouchTime,Touch < 2 Seconds,0.442
Jabari Smith Jr.,TouchTime,Touch 2-6 Seconds,0.428
Jabari Smith Jr.,TouchTime,Touch 6+ Seconds,0.462
Jabari Smith Jr.,DribbleRange,0 Dribbles,0.452
Jabari Smith Jr.,DribbleRange,1 Dribble,0.426
Jabari Smith Jr.,DribbleRange,2 Dribbles,0.45
Jabari Smith Jr.,DribbleRange,3-6 Dribbles,0.386
Jabari Smith Jr.,DribbleRange,7+ Dribbles,0.375
Jabari Smith Jr.,DefenderDistance,0-2 Feet - Very Tight,0.481
Jabari Smith Jr.,DefenderDistance,2-4 Feet - Tight,0.484
Jabari Smith Jr.,DefenderDistance,4-6 Feet - Open,0.429
Jabari Smith Jr.,DefenderDistance,6+ Feet - Wide Open,0.341
Jabari Smith Jr.,ShotClock,24-22,0.478
Jabari Smith Jr.,ShotClock,22-18 Very Early,0.448
Jabari Smith Jr.,ShotClock,18-15 Early,0.562
Jabari Smith Jr.,ShotClock,15-7 Average,0.411
Jabari Smith Jr.,ShotClock,7-4 Late,0.404
Jabari Smith Jr.,ShotClock,4-0 Very Late,0.405
Nick Smith Jr.,TouchTime,Touch < 2 Seconds,0.348
Nick Smith Jr.,TouchTime,Touch 2-6 Seconds,0.411
Nick Smith Jr.,TouchTime,Touch 6+ Seconds,0.469
Nick Smith Jr.,DribbleRange,0 Dribbles,0.35
Nick Smith Jr.,DribbleRange,1 Dribble,0.413
Nick Smith Jr.,DribbleRange,2 Dribbles,0.362
Nick Smith Jr.,DribbleRange,3-6 Dribbles,0.371
Nick Smith Jr.,DribbleRange,7+ Dribbles,0.533
Nick Smith Jr.,DefenderDistance,0-2 Feet - Very Tight,0.2
Nick Smith Jr.,DefenderDistance,2-4 Feet - Tight,0.424
Nick Smith Jr.,DefenderDistance,4-6 Feet - Open,0.381
Nick Smith Jr.,DefenderDistance,6+ Feet - Wide Open,0.387
Nick Smith Jr.,ShotClock,24-22,0.2
Nick Smith Jr.,ShotClock,22-18 Very Early,0.455
Nick Smith Jr.,ShotClock,18-15 Early,0.385
Nick Smith Jr.,ShotClock,15-7 Average,0.367
Nick Smith Jr.,ShotClock,7-4 Late,0.483
Nick Smith Jr.,ShotClock,4-0 Very Late,0.373
Jeremy Sochan,TouchTime,Touch < 2 Seconds,0.589
Jeremy Sochan,TouchTime,Touch 2-6 Seconds,0.388
Jeremy Sochan,TouchTime,Touch 6+ Seconds,0.533
Jeremy Sochan,DribbleRange,0 Dribbles,0.583
Jeremy Sochan,DribbleRange,1 Dribble,0.514
Jeremy Sochan,DribbleRange,2 Dribbles,0.421
Jeremy Sochan,DribbleRange,3-6 Dribbles,0.393
Jeremy Sochan,DribbleRange,7+ Dribbles,0.5
Jeremy Sochan,DefenderDistance,0-2 Feet - Very Tight,0.558
Jeremy Sochan,DefenderDistance,2-4 Feet - Tight,0.571
Jeremy Sochan,DefenderDistance,4-6 Feet - Open,0.554
Jeremy Sochan,DefenderDistance,6+ Feet - Wide Open,0.418
Jeremy Sochan,ShotClock,24-22,0.484
Jeremy Sochan,ShotClock,22-18 Very Early,0.7
Jeremy Sochan,ShotClock,18-15 Early,0.597
Jeremy Sochan,ShotClock,15-7 Average,0.531
Jeremy Sochan,ShotClock,7-4 Late,0.4
Jeremy Sochan,ShotClock,4-0 Very Late,0.433
Cam Spencer,TouchTime,Touch < 2 Seconds,0.436
Cam Spencer,TouchTime,Touch 2-6 Seconds,0.391
Cam Spencer,TouchTime,Touch 6+ Seconds,0.25
Cam Spencer,DribbleRange,0 Dribbles,0.429
Cam Spencer,DribbleRange,1 Dribble,0.2
Cam Spencer,DribbleRange,2 Dribbles,0.75
Cam Spencer,DribbleRange,3-6 Dribbles,0.364
Cam Spencer,DribbleRange,7+ Dribbles,0.25
Cam Spencer,DefenderDistance,0-2 Feet - Very Tight,0.5
Cam Spencer,DefenderDistance,2-4 Feet - Tight,0.412
Cam Spencer,DefenderDistance,4-6 Feet - Open,0.357
Cam Spencer,DefenderDistance,6+ Feet - Wide Open,0.457
Cam Spencer,ShotClock,22-18 Very Early,0.5
Cam Spencer,ShotClock,18-15 Early,0.474
Cam Spencer,ShotClock,15-7 Average,0.3
Cam Spencer,ShotClock,7-4 Late,1.0
Cam Spencer,ShotClock,4-0 Very Late,0.4
Pat Spencer,TouchTime,Touch < 2 Seconds,0.45
Pat Spencer,TouchTime,Touch 2-6 Seconds,0.408
Pat Spencer,TouchTime,Touch 6+ Seconds,0.25
Pat Spencer,DribbleRange,0 Dribbles,0.469
Pat Spencer,DribbleRange,1 Dribble,0.385
Pat Spencer,DribbleRange,2 Dribbles,0.333
Pat Spencer,DribbleRange,3-6 Dribbles,0.406
Pat Spencer,DribbleRange,7+ Dribbles,0.333
Pat Spencer,DefenderDistance,0-2 Feet - Very Tight,0.267
Pat Spencer,DefenderDistance,2-4 Feet - Tight,0.449
Pat Spencer,DefenderDistance,4-6 Feet - Open,0.545
Pat Spencer,DefenderDistance,6+ Feet - Wide Open,0.346
Pat Spencer,ShotClock,24-22,0.4
Pat Spencer,ShotClock,22-18 Very Early,0.368
Pat Spencer,ShotClock,18-15 Early,0.583
Pat Spencer,ShotClock,15-7 Average,0.435
Pat Spencer,ShotClock,7-4 Late,0.222
Pat Spencer,ShotClock,4-0 Very Late,0.3
Jaden Springer,TouchTime,Touch < 2 Seconds,0.4
Jaden Springer,TouchTime,Touch 2-6 Seconds,0.5
Jaden Springer,TouchTime,Touch 6+ Seconds,0.0
Jaden Springer,DribbleRange,0 Dribbles,0.292
Jaden Springer,DribbleRange,1 Dribble,0.6
Jaden Springer,DribbleRange,2 Dribbles,0.8
Jaden Springer,DribbleRange,3-6 Dribbles,0.429
Jaden Springer,DribbleRange,7+ Dribbles,0.0
Jaden Springer,DefenderDistance,0-2 Feet - Very Tight,0.0
Jaden Springer,DefenderDistance,2-4 Feet - Tight,0.611
Jaden Springer,DefenderDistance,4-6 Feet - Open,0.5
Jaden Springer,DefenderDistance,6+ Feet - Wide Open,0.19
Jaden Springer,ShotClock,22-18 Very Early,0.417
Jaden Springer,ShotClock,18-15 Early,0.6
Jaden Springer,ShotClock,15-7 Average,0.385
Jaden Springer,ShotClock,7-4 Late,0.5
Jaden Springer,ShotClock,4-0 Very Late,0.2
Lamar Stevens,TouchTime,Touch < 2 Seconds,0.4
Lamar Stevens,TouchTime,Touch 2-6 Seconds,0.591
Lamar Stevens,TouchTime,Touch 6+ Seconds,0.333
Lamar Stevens,DribbleRange,0 Dribbles,0.412
Lamar Stevens,DribbleRange,1 Dribble,0.25
Lamar Stevens,DribbleRange,2 Dribbles,0.5
Lamar Stevens,DribbleRange,3-6 Dribbles,0.533
Lamar Stevens,DribbleRange,7+ Dribbles,0.75
Lamar Stevens,DefenderDistance,0-2 Feet - Very Tight,0.0
Lamar Stevens,DefenderDistance,2-4 Feet - Tight,0.5
Lamar Stevens,DefenderDistance,4-6 Feet - Open,0.583
Lamar Stevens,DefenderDistance,6+ Feet - Wide Open,0.4
Lamar Stevens,ShotClock,24-22,0.5
Lamar Stevens,ShotClock,22-18 Very Early,0.5
Lamar Stevens,ShotClock,18-15 Early,0.5
Lamar Stevens,ShotClock,15-7 Average,0.444
Lamar Stevens,ShotClock,7-4 Late,0.333
Lamar Stevens,ShotClock,4-0 Very Late,0.5
Isaiah Stewart,TouchTime,Touch < 2 Seconds,0.564
Isaiah Stewart,TouchTime,Touch 2-6 Seconds,0.524
Isaiah Stewart,TouchTime,Touch 6+ Seconds,1.0
Isaiah Stewart,DribbleRange,0 Dribbles,0.568
Isaiah Stewart,DribbleRange,1 Dribble,0.62
Isaiah Stewart,DribbleRange,2 Dribbles,0.556
Isaiah Stewart,DribbleRange,3-6 Dribbles,0.235
Isaiah Stewart,DribbleRange,7+ Dribbles,1.0
Isaiah Stewart,DefenderDistance,0-2 Feet - Very Tight,0.475
Isaiah Stewart,DefenderDistance,2-4 Feet - Tight,0.63
Isaiah Stewart,DefenderDistance,4-6 Feet - Open,0.545
Isaiah Stewart,DefenderDistance,6+ Feet - Wide Open,0.414
Isaiah Stewart,ShotClock,24-22,0.468
Isaiah Stewart,ShotClock,22-18 Very Early,0.64
Isaiah Stewart,ShotClock,18-15 Early,0.644
Isaiah Stewart,ShotClock,15-7 Average,0.574
Isaiah Stewart,ShotClock,7-4 Late,0.533
Isaiah Stewart,ShotClock,4-0 Very Late,0.4
Julian Strawther,TouchTime,Touch < 2 Seconds,0.414
Julian Strawther,TouchTime,Touch 2-6 Seconds,0.469
Julian Strawther,TouchTime,Touch 6+ Seconds,0.348
Julian Strawther,DribbleRange,0 Dribbles,0.403
Julian Strawther,DribbleRange,1 Dribble,0.472
Julian Strawther,DribbleRange,2 Dribbles,0.486
Julian Strawther,DribbleRange,3-6 Dribbles,0.419
Julian Strawther,DribbleRange,7+ Dribbles,0.435
Julian Strawther,DefenderDistance,0-2 Feet - Very Tight,0.531
Julian Strawther,DefenderDistance,2-4 Feet - Tight,0.494
Julian Strawther,DefenderDistance,4-6 Feet - Open,0.393
Julian Strawther,DefenderDistance,6+ Feet - Wide Open,0.37
Julian Strawther,ShotClock,24-22,0.667
Julian Strawther,ShotClock,22-18 Very Early,0.467
Julian Strawther,ShotClock,18-15 Early,0.481
Julian Strawther,ShotClock,15-7 Average,0.405
Julian Strawther,ShotClock,7-4 Late,0.391
Julian Strawther,ShotClock,4-0 Very Late,0.333
Max Strus,TouchTime,Touch < 2 Seconds,0.45
Max Strus,TouchTime,Touch 2-6 Seconds,0.422
Max Strus,TouchTime,Touch 6+ Seconds,0.0
Max Strus,DribbleRange,0 Dribbles,0.454
Max Strus,DribbleRange,1 Dribble,0.405
Max Strus,DribbleRange,2 Dribbles,0.344
Max Strus,DribbleRange,3-6 Dribbles,0.524
Max Strus,DribbleRange,7+ Dribbles,0.0
Max Strus,DefenderDistance,0-2 Feet - Very Tight,0.556
Max Strus,DefenderDistance,2-4 Feet - Tight,0.467
Max Strus,DefenderDistance,4-6 Feet - Open,0.406
Max Strus,DefenderDistance,6+ Feet - Wide Open,0.455
Max Strus,ShotClock,24-22,0.8
Max Strus,ShotClock,22-18 Very Early,0.403
Max Strus,ShotClock,18-15 Early,0.479
Max Strus,ShotClock,15-7 Average,0.444
Max Strus,ShotClock,7-4 Late,0.483
Max Strus,ShotClock,4-0 Very Late,0.25
Jalen Suggs,TouchTime,Touch < 2 Seconds,0.392
Jalen Suggs,TouchTime,Touch 2-6 Seconds,0.347
Jalen Suggs,TouchTime,Touch 6+ Seconds,0.536
Jalen Suggs,DribbleRange,0 Dribbles,0.399
Jalen Suggs,DribbleRange,1 Dribble,0.3
Jalen Suggs,DribbleRange,2 Dribbles,0.419
Jalen Suggs,DribbleRange,3-6 Dribbles,0.375
Jalen Suggs,DribbleRange,7+ Dribbles,0.515
Jalen Suggs,DefenderDistance,0-2 Feet - Very Tight,0.444
Jalen Suggs,DefenderDistance,2-4 Feet - Tight,0.403
Jalen Suggs,DefenderDistance,4-6 Feet - Open,0.469
Jalen Suggs,DefenderDistance,6+ Feet - Wide Open,0.338
Jalen Suggs,ShotClock,24-22,0.583
Jalen Suggs,ShotClock,22-18 Very Early,0.478
Jalen Suggs,ShotClock,18-15 Early,0.551
Jalen Suggs,ShotClock,15-7 Average,0.414
Jalen Suggs,ShotClock,7-4 Late,0.25
Jalen Suggs,ShotClock,4-0 Very Late,0.246
Cole Swider,TouchTime,Touch < 2 Seconds,0.298
Cole Swider,TouchTime,Touch 2-6 Seconds,0.533
Cole Swider,TouchTime,Touch 6+ Seconds,0.0
Cole Swider,DribbleRange,0 Dribbles,0.325
Cole Swider,DribbleRange,1 Dribble,0.333
Cole Swider,DribbleRange,2 Dribbles,0.5
Cole Swider,DribbleRange,3-6 Dribbles,1.0
Cole Swider,DribbleRange,7+ Dribbles,0.0
Cole Swider,DefenderDistance,0-2 Feet - Very Tight,0.0
Cole Swider,DefenderDistance,2-4 Feet - Tight,0.273
Cole Swider,DefenderDistance,4-6 Feet - Open,0.333
Cole Swider,DefenderDistance,6+ Feet - Wide Open,0.45
Cole Swider,ShotClock,24-22,0.0
Cole Swider,ShotClock,22-18 Very Early,0.313
Cole Swider,ShotClock,18-15 Early,0.313
Cole Swider,ShotClock,15-7 Average,0.5
Cole Swider,ShotClock,7-4 Late,0.2
Cole Swider,ShotClock,4-0 Very Late,0.25
Jae'Sean Tate,TouchTime,Touch < 2 Seconds,0.481
Jae'Sean Tate,TouchTime,Touch 2-6 Seconds,0.509
Jae'Sean Tate,TouchTime,Touch 6+ Seconds,0.313
Jae'Sean Tate,DribbleRange,0 Dribbles,0.452
Jae'Sean Tate,DribbleRange,1 Dribble,0.579
Jae'Sean Tate,DribbleRange,2 Dribbles,0.625
Jae'Sean Tate,DribbleRange,3-6 Dribbles,0.438
Jae'Sean Tate,DribbleRange,7+ Dribbles,0.182
Jae'Sean Tate,DefenderDistance,0-2 Feet - Very Tight,0.273
Jae'Sean Tate,DefenderDistance,2-4 Feet - Tight,0.556
Jae'Sean Tate,DefenderDistance,4-6 Feet - Open,0.444
Jae'Sean Tate,DefenderDistance,6+ Feet - Wide Open,0.368
Jae'Sean Tate,ShotClock,24-22,0.667
Jae'Sean Tate,ShotClock,22-18 Very Early,0.769
Jae'Sean Tate,ShotClock,18-15 Early,0.263
Jae'Sean Tate,ShotClock,15-7 Average,0.459
Jae'Sean Tate,ShotClock,7-4 Late,0.474
Jae'Sean Tate,ShotClock,4-0 Very Late,0.5
Jayson Tatum,TouchTime,Touch < 2 Seconds,0.496
Jayson Tatum,TouchTime,Touch 2-6 Seconds,0.416
Jayson Tatum,TouchTime,Touch 6+ Seconds,0.459
Jayson Tatum,DribbleRange,0 Dribbles,0.488
Jayson Tatum,DribbleRange,1 Dribble,0.429
Jayson Tatum,DribbleRange,2 Dribbles,0.46
Jayson Tatum,DribbleRange,3-6 Dribbles,0.438
Jayson Tatum,DribbleRange,7+ Dribbles,0.447
Jayson Tatum,DefenderDistance,0-2 Feet - Very Tight,0.436
Jayson Tatum,DefenderDistance,2-4 Feet - Tight,0.472
Jayson Tatum,DefenderDistance,4-6 Feet - Open,0.42
Jayson Tatum,DefenderDistance,6+ Feet - Wide Open,0.493
Jayson Tatum,ShotClock,24-22,0.611
Jayson Tatum,ShotClock,22-18 Very Early,0.561
Jayson Tatum,ShotClock,18-15 Early,0.43
Jayson Tatum,ShotClock,15-7 Average,0.46
Jayson Tatum,ShotClock,7-4 Late,0.43
Jayson Tatum,ShotClock,4-0 Very Late,0.348
Terry Taylor,TouchTime,Touch 2-6 Seconds,0.0
Terry Taylor,DribbleRange,3-6 Dribbles,0.0
Terry Taylor,DefenderDistance,2-4 Feet - Tight,0.0
Terry Taylor,ShotClock,18-15 Early,0.0
Garrett Temple,TouchTime,Touch < 2 Seconds,0.35
Garrett Temple,TouchTime,Touch 2-6 Seconds,0.2
Garrett Temple,TouchTime,Touch 6+ Seconds,0.2
Garrett Temple,DribbleRange,0 Dribbles,0.314
Garrett Temple,DribbleRange,1 Dribble,0.5
Garrett Temple,DribbleRange,2 Dribbles,0.25
Garrett Temple,DribbleRange,3-6 Dribbles,0.222
Garrett Temple,DribbleRange,7+ Dribbles,0.25
Garrett Temple,DefenderDistance,0-2 Feet - Very Tight,0.0
Garrett Temple,DefenderDistance,2-4 Feet - Tight,0.444
Garrett Temple,DefenderDistance,4-6 Feet - Open,0.304
Garrett Temple,DefenderDistance,6+ Feet - Wide Open,0.214
Garrett Temple,ShotClock,24-22,0.5
Garrett Temple,ShotClock,22-18 Very Early,0.25
Garrett Temple,ShotClock,18-15 Early,0.25
Garrett Temple,ShotClock,15-7 Average,0.346
Garrett Temple,ShotClock,7-4 Late,0.25
Garrett Temple,ShotClock,4-0 Very Late,0.25
Dalen Terry,TouchTime,Touch < 2 Seconds,0.433
Dalen Terry,TouchTime,Touch 2-6 Seconds,0.477
Dalen Terry,TouchTime,Touch 6+ Seconds,0.364
Dalen Terry,DribbleRange,0 Dribbles,0.439
Dalen Terry,DribbleRange,1 Dribble,0.4
Dalen Terry,DribbleRange,2 Dribbles,0.538
Dalen Terry,DribbleRange,3-6 Dribbles,0.426
Dalen Terry,DribbleRange,7+ Dribbles,0.529
Dalen Terry,DefenderDistance,0-2 Feet - Very Tight,0.444
Dalen Terry,DefenderDistance,2-4 Feet - Tight,0.486
Dalen Terry,DefenderDistance,4-6 Feet - Open,0.345
Dalen Terry,DefenderDistance,6+ Feet - Wide Open,0.468
Dalen Terry,ShotClock,24-22,0.727
Dalen Terry,ShotClock,22-18 Very Early,0.563
Dalen Terry,ShotClock,18-15 Early,0.448
Dalen Terry,ShotClock,15-7 Average,0.369
Dalen Terry,ShotClock,7-4 Late,0.316
Dalen Terry,ShotClock,4-0 Very Late,0.462
Daniel Theis,TouchTime,Touch < 2 Seconds,0.479
Daniel Theis,TouchTime,Touch 2-6 Seconds,0.4
Daniel Theis,DribbleRange,0 Dribbles,0.467
Daniel Theis,DribbleRange,1 Dribble,0.524
Daniel Theis,DribbleRange,2 Dribbles,0.333
Daniel Theis,DefenderDistance,0-2 Feet - Very Tight,0.714
Daniel Theis,DefenderDistance,2-4 Feet - Tight,0.48
Daniel Theis,DefenderDistance,4-6 Feet - Open,0.577
Daniel Theis,DefenderDistance,6+ Feet - Wide Open,0.37
Daniel Theis,ShotClock,24-22,0.533
Daniel Theis,ShotClock,22-18 Very Early,0.636
Daniel Theis,ShotClock,18-15 Early,0.407
Daniel Theis,ShotClock,15-7 Average,0.429
Daniel Theis,ShotClock,7-4 Late,0.769
Daniel Theis,ShotClock,4-0 Very Late,0.143
Cam Thomas,TouchTime,Touch < 2 Seconds,0.381
Cam Thomas,TouchTime,Touch 2-6 Seconds,0.446
Cam Thomas,TouchTime,Touch 6+ Seconds,0.479
Cam Thomas,DribbleRange,0 Dribbles,0.367
Cam Thomas,DribbleRange,1 Dribble,0.554
Cam Thomas,DribbleRange,2 Dribbles,0.446
Cam Thomas,DribbleRange,3-6 Dribbles,0.389
Cam Thomas,DribbleRange,7+ Dribbles,0.506
Cam Thomas,DefenderDistance,0-2 Feet - Very Tight,0.355
Cam Thomas,DefenderDistance,2-4 Feet - Tight,0.447
Cam Thomas,DefenderDistance,4-6 Feet - Open,0.448
Cam Thomas,DefenderDistance,6+ Feet - Wide Open,0.419
Cam Thomas,ShotClock,24-22,0.0
Cam Thomas,ShotClock,22-18 Very Early,0.373
Cam Thomas,ShotClock,18-15 Early,0.511
Cam Thomas,ShotClock,15-7 Average,0.473
Cam Thomas,ShotClock,7-4 Late,0.385
Cam Thomas,ShotClock,4-0 Very Late,0.361
Amen Thompson,TouchTime,Touch < 2 Seconds,0.623
Amen Thompson,TouchTime,Touch 2-6 Seconds,0.507
Amen Thompson,TouchTime,Touch 6+ Seconds,0.459
Amen Thompson,DribbleRange,0 Dribbles,0.615
Amen Thompson,DribbleRange,1 Dribble,0.561
Amen Thompson,DribbleRange,2 Dribbles,0.527
Amen Thompson,DribbleRange,3-6 Dribbles,0.507
Amen Thompson,DribbleRange,7+ Dribbles,0.463
Amen Thompson,DefenderDistance,0-2 Feet - Very Tight,0.576
Amen Thompson,DefenderDistance,2-4 Feet - Tight,0.582
Amen Thompson,DefenderDistance,4-6 Feet - Open,0.583
Amen Thompson,DefenderDistance,6+ Feet - Wide Open,0.412
Amen Thompson,ShotClock,24-22,0.7
Amen Thompson,ShotClock,22-18 Very Early,0.659
Amen Thompson,ShotClock,18-15 Early,0.592
Amen Thompson,ShotClock,15-7 Average,0.505
Amen Thompson,ShotClock,7-4 Late,0.574
Amen Thompson,ShotClock,4-0 Very Late,0.453
Ausar Thompson,TouchTime,Touch < 2 Seconds,0.565
Ausar Thompson,TouchTime,Touch 2-6 Seconds,0.522
Ausar Thompson,TouchTime,Touch 6+ Seconds,0.385
Ausar Thompson,DribbleRange,0 Dribbles,0.607
Ausar Thompson,DribbleRange,1 Dribble,0.433
Ausar Thompson,DribbleRange,2 Dribbles,0.487
Ausar Thompson,DribbleRange,3-6 Dribbles,0.533
Ausar Thompson,DribbleRange,7+ Dribbles,0.387
Ausar Thompson,DefenderDistance,0-2 Feet - Very Tight,0.469
Ausar Thompson,DefenderDistance,2-4 Feet - Tight,0.552
Ausar Thompson,DefenderDistance,4-6 Feet - Open,0.641
Ausar Thompson,DefenderDistance,6+ Feet - Wide Open,0.409
Ausar Thompson,ShotClock,24-22,0.615
Ausar Thompson,ShotClock,22-18 Very Early,0.589
Ausar Thompson,ShotClock,18-15 Early,0.557
Ausar Thompson,ShotClock,15-7 Average,0.522
Ausar Thompson,ShotClock,7-4 Late,0.424
Ausar Thompson,ShotClock,4-0 Very Late,0.405
Klay Thompson,TouchTime,Touch < 2 Seconds,0.429
Klay Thompson,TouchTime,Touch 2-6 Seconds,0.386
Klay Thompson,TouchTime,Touch 6+ Seconds,0.317
Klay Thompson,DribbleRange,0 Dribbles,0.435
Klay Thompson,DribbleRange,1 Dribble,0.384
Klay Thompson,DribbleRange,2 Dribbles,0.344
Klay Thompson,DribbleRange,3-6 Dribbles,0.398
Klay Thompson,DribbleRange,7+ Dribbles,0.407
Klay Thompson,DefenderDistance,0-2 Feet - Very Tight,0.423
Klay Thompson,DefenderDistance,2-4 Feet - Tight,0.428
Klay Thompson,DefenderDistance,4-6 Feet - Open,0.362
Klay Thompson,DefenderDistance,6+ Feet - Wide Open,0.476
Klay Thompson,ShotClock,24-22,0.417
Klay Thompson,ShotClock,22-18 Very Early,0.4
Klay Thompson,ShotClock,18-15 Early,0.471
Klay Thompson,ShotClock,15-7 Average,0.4
Klay Thompson,ShotClock,7-4 Late,0.413
Klay Thompson,ShotClock,4-0 Very Late,0.359
Tristan Thompson,TouchTime,Touch < 2 Seconds,0.489
Tristan Thompson,TouchTime,Touch 2-6 Seconds,0.364
Tristan Thompson,TouchTime,Touch 6+ Seconds,0.25
Tristan Thompson,DribbleRange,0 Dribbles,0.486
Tristan Thompson,DribbleRange,1 Dribble,0.556
Tristan Thompson,DribbleRange,2 Dribbles,0.333
Tristan Thompson,DribbleRange,3-6 Dribbles,0.2
Tristan Thompson,DribbleRange,7+ Dribbles,0.5
Tristan Thompson,DefenderDistance,0-2 Feet - Very Tight,0.294
Tristan Thompson,DefenderDistance,2-4 Feet - Tight,0.452
Tristan Thompson,DefenderDistance,4-6 Feet - Open,0.625
Tristan Thompson,DefenderDistance,6+ Feet - Wide Open,0.5
Tristan Thompson,ShotClock,24-22,0.375
Tristan Thompson,ShotClock,18-15 Early,0.222
Tristan Thompson,ShotClock,15-7 Average,0.514
Tristan Thompson,ShotClock,7-4 Late,0.429
Tristan Thompson,ShotClock,4-0 Very Late,0.4
JT Thor,TouchTime,Touch < 2 Seconds,0.481
JT Thor,TouchTime,Touch 2-6 Seconds,0.188
JT Thor,TouchTime,Touch 6+ Seconds,0.0
JT Thor,DribbleRange,0 Dribbles,0.458
JT Thor,DribbleRange,1 Dribble,0.286
JT Thor,DribbleRange,2 Dribbles,0.2
JT Thor,DribbleRange,3-6 Dribbles,0.286
JT Thor,DribbleRange,7+ Dribbles,0.0
JT Thor,DefenderDistance,0-2 Feet - Very Tight,0.333
JT Thor,DefenderDistance,2-4 Feet - Tight,0.4
JT Thor,DefenderDistance,4-6 Feet - Open,0.5
JT Thor,DefenderDistance,6+ Feet - Wide Open,0.25
JT Thor,ShotClock,24-22,0.5
JT Thor,ShotClock,22-18 Very Early,0.571
JT Thor,ShotClock,18-15 Early,0.333
JT Thor,ShotClock,15-7 Average,0.32
JT Thor,ShotClock,7-4 Late,0.0
JT Thor,ShotClock,4-0 Very Late,0.333
Matisse Thybulle,TouchTime,Touch < 2 Seconds,0.517
Matisse Thybulle,TouchTime,Touch 2-6 Seconds,0.4
Matisse Thybulle,DribbleRange,0 Dribbles,0.52
Matisse Thybulle,DribbleRange,1 Dribble,0.6
Matisse Thybulle,DribbleRange,2 Dribbles,0.467
Matisse Thybulle,DribbleRange,3-6 Dribbles,0.333
Matisse Thybulle,DefenderDistance,0-2 Feet - Very Tight,0.25
Matisse Thybulle,DefenderDistance,2-4 Feet - Tight,0.5
Matisse Thybulle,DefenderDistance,4-6 Feet - Open,0.357
Matisse Thybulle,DefenderDistance,6+ Feet - Wide Open,0.524
Matisse Thybulle,ShotClock,24-22,1.0
Matisse Thybulle,ShotClock,22-18 Very Early,0.429
Matisse Thybulle,ShotClock,18-15 Early,0.529
Matisse Thybulle,ShotClock,15-7 Average,0.432
Matisse Thybulle,ShotClock,7-4 Late,0.333
Matisse Thybulle,ShotClock,4-0 Very Late,0.667
Xavier Tillman,TouchTime,Touch < 2 Seconds,0.22
Xavier Tillman,TouchTime,Touch 2-6 Seconds,0.333
Xavier Tillman,DribbleRange,0 Dribbles,0.211
Xavier Tillman,DribbleRange,1 Dribble,0.25
Xavier Tillman,DribbleRange,2 Dribbles,0.2
Xavier Tillman,DribbleRange,3-6 Dribbles,0.5
Xavier Tillman,DefenderDistance,0-2 Feet - Very Tight,0.0
Xavier Tillman,DefenderDistance,2-4 Feet - Tight,0.412
Xavier Tillman,DefenderDistance,4-6 Feet - Open,0.167
Xavier Tillman,DefenderDistance,6+ Feet - Wide Open,0.172
Xavier Tillman,ShotClock,24-22,1.0
Xavier Tillman,ShotClock,22-18 Very Early,0.5
Xavier Tillman,ShotClock,18-15 Early,0.0
Xavier Tillman,ShotClock,15-7 Average,0.273
Xavier Tillman,ShotClock,7-4 Late,0.3
Xavier Tillman,ShotClock,4-0 Very Late,0.25
Jacob Toppin,TouchTime,Touch < 2 Seconds,0.5
Jacob Toppin,TouchTime,Touch 2-6 Seconds,0.5
Jacob Toppin,DribbleRange,0 Dribbles,0.5
Jacob Toppin,DribbleRange,2 Dribbles,1.0
Jacob Toppin,DribbleRange,3-6 Dribbles,0.0
Jacob Toppin,DefenderDistance,2-4 Feet - Tight,0.0
Jacob Toppin,DefenderDistance,4-6 Feet - Open,0.667
Jacob Toppin,DefenderDistance,6+ Feet - Wide Open,0.667
Jacob Toppin,ShotClock,22-18 Very Early,0.75
Jacob Toppin,ShotClock,18-15 Early,0.0
Jacob Toppin,ShotClock,15-7 Average,0.333
Jacob Toppin,ShotClock,7-4 Late,1.0
Obi Toppin,TouchTime,Touch < 2 Seconds,0.54
Obi Toppin,TouchTime,Touch 2-6 Seconds,0.51
Obi Toppin,TouchTime,Touch 6+ Seconds,0.286
