PLAYER_NAME,Total_Shots,Total_Points,Total_xP,TEAM_NAME,Overperformance,xP_per_Shot,Overperf_per_Shot,GamesPlayed,Team
Alondes Williams,2,5,2.3061678,Detroit Pistons,2.6938321590423584,1.1530839204788208,1.3469160795211792,1,DET
Jahmir Young,5,9,5.4156685,Chicago Bulls,3.584331512451172,1.0831336975097656,0.7168663024902344,6,CHI
P.J. Tucker,4,6,3.4082062,New York Knicks,2.5917937755584717,0.8520515561103821,0.6479484438896179,3,NYK
PJ Dozier,2,3,2.0722852,Minnesota Timberwolves,0.9277148246765136,1.0361425876617432,0.4638574123382568,9,MIN
Daeqwon Plowden,24,38,28.918516,Atlanta Hawks,9.081483840942385,1.2049381732940674,0.3783951600392659,6,ATL
Skal Labissiere,4,5,3.7551627,Sacramento Kings,1.2448372840881348,0.9387906789779664,0.3112093210220337,4,SAC
Keshad Johnson,24,37,29.97205,Miami Heat,7.027950286865234,1.2488354047139485,0.2928312619527181,16,MIA
Bobi Klintman,9,12,9.560662,Detroit Pistons,2.439337730407715,1.0622958077324762,0.2710375256008572,8,DET
Patrick Baldwin Jr.,30,41,32.969765,Washington Wizards,8.030235290527344,1.098992156982422,0.2676745096842448,24,LAC
E.J. Liddell,15,19,15.413021,Chicago Bulls,3.5869789123535156,1.0275347391764322,0.2391319274902343,12,CHI
Ty Jerome,591,717,579.7498,Cleveland Cavaliers,137.25018310546875,0.980964157181948,0.2322338123611992,70,CLE
Nikola Jokić,1323,1675,1375.6941,Denver Nuggets,299.305908203125,1.0398292455002835,0.2262327348474112,70,DEN
Payton Pritchard,832,1027,856.4504,Boston Celtics,170.54962158203125,1.0293874740600586,0.2049875259399414,80,BOS
Alex Reese,49,64,54.770287,Philadelphia 76ers,9.229713439941406,1.1177609502052774,0.1883614987743144,15,PHI
Kevin Durant,1071,1261,1060.5286,Phoenix Suns,200.471435546875,0.9902227492559524,0.1871815457954015,62,PHX
Seth Curry,327,389,328.17932,Charlotte Hornets,60.8206787109375,1.0036064871225152,0.1859959593606651,68,CHA
Bol Bol,172,214,183.97372,Phoenix Suns,30.026275634765625,1.0696146765420602,0.1745713699695676,36,PHX
Luke Kennard,415,501,430.8764,Memphis Grizzlies,70.12359619140625,1.038256394719503,0.1689725209431476,65,MEM
AJ Green,391,480,414.2004,Milwaukee Bucks,65.79959106445312,1.0593360842341353,0.1682853991418238,73,MIL
N'Faly Dante,13,20,17.816282,Houston Rockets,2.183717727661133,1.3704832517183745,0.167978286743164,4,HOU
Jeff Green,111,143,124.46929,Houston Rockets,18.53070831298828,1.1213449701532587,0.1669433181350295,32,HOU
Sam Hauser,453,562,488.97073,Boston Celtics,73.02926635742188,1.0794055930299735,0.16121250851528,71,BOS
Keon Ellis,441,551,481.4301,Sacramento Kings,69.56988525390625,1.091678264730371,0.1577548418455924,80,SAC
Tyrese Haliburton,973,1131,980.0624,Indiana Pacers,150.9376220703125,1.0072583534734711,0.1551260247382451,73,IND
Aaron Nesmith,355,440,385.24323,Indiana Pacers,54.75677490234375,1.0851921833736795,0.1542444363446302,45,IND
Doug McDermott,112,138,121.07803,Sacramento Kings,16.921966552734375,1.0810538700648715,0.1510889870779855,42,SAC
Jordan McLaughlin,67,79,68.9046,San Antonio Spurs,10.09539794921875,1.0284268962803171,0.1506775813316231,46,SAS
Nicolas Batum,217,269,238.6613,LA Clippers,30.338699340820312,1.0998216620238694,0.1398096743816604,78,LAC
Brice Sensabaugh,560,659,581.24084,Utah Jazz,77.7591552734375,1.0379300798688615,0.1388556344168526,71,UTA
Larry Nance Jr.,141,187,167.4537,Atlanta Hawks,19.546295166015625,1.1876149279005983,0.1386262068511746,24,ATL
Isaac Jones,75,101,90.74055,Sacramento Kings,10.25945281982422,1.2098739624023438,0.1367927042643229,40,SAC
Tony Bradley,45,59,52.92353,Indiana Pacers,6.076469421386719,1.1760784573025174,0.1350326538085937,14,IND
Harrison Barnes,628,788,704.7188,San Antonio Spurs,83.28118896484375,1.1221637118394208,0.1326133582242734,82,SAS
Norman Powell,910,1063,943.28217,LA Clippers,119.71783447265624,1.0365738082718063,0.1315580598600618,60,LAC
Zach LaVine,1146,1376,1225.6715,Sacramento Kings,150.3284912109375,1.0695213863778903,0.1311766939013416,74,SAC
Nikola Vučević,1010,1190,1058.0112,Chicago Bulls,131.98876953125,1.0475358717512375,0.1306819500309406,73,CHI
Aaron Holiday,256,294,260.78137,Houston Rockets,33.2186279296875,1.0186772346496582,0.1297602653503418,62,HOU
Matisse Thybulle,82,100,89.54108,Portland Trail Blazers,10.45892333984375,1.0919643495141007,0.1275478456078506,15,POR
Grayson Allen,452,539,481.50537,Phoenix Suns,57.49462890625,1.0652773696764382,0.1272005064297566,64,PHX
Dru Smith,56,67,59.90988,Miami Heat,7.090118408203125,1.0698193141392298,0.1266092572893415,14,MIA
Vít Krejčí,260,318,285.556,Atlanta Hawks,32.444000244140625,1.0982923067533052,0.1247846163236177,57,ATL
Stephen Curry,1231,1410,1257.6674,Golden State Warriors,152.3326416015625,1.0216631668549452,0.1237470687258834,70,GSW
Alec Burks,222,265,237.67151,Miami Heat,27.3284912109375,1.070592381932714,0.1231013117609797,49,MIA
Jackson Rowe,16,19,17.058756,Golden State Warriors,1.941244125366211,1.0661722421646118,0.1213277578353881,6,GSW
Tyler Smith,46,58,52.443214,Milwaukee Bucks,5.556785583496094,1.14006987861965,0.1207996865977411,23,MIL
Isaiah Joe,538,635,570.4294,Oklahoma City Thunder,64.57061767578125,1.0602776623126742,0.1200197354568424,74,OKC
Kylor Kelley,21,28,25.480724,New Orleans Pelicans,2.519275665283203,1.2133678254627047,0.1199655078706287,11,NOP
Khris Middleton,317,346,308.00473,Washington Wizards,37.995269775390625,0.9716237546517644,0.1198588951905067,37,WAS
Bradley Beal,659,750,673.4839,Phoenix Suns,76.51611328125,1.02197858379173,0.1161094283478755,53,PHX
Pete Nance,30,37,33.54347,Philadelphia 76ers,3.456531524658203,1.1181156158447263,0.1152177174886067,13,MIL
Tyler Herro,1319,1486,1335.5369,Miami Heat,150.463134765625,1.012537426258055,0.114073642733605,77,MIA
Kai Jones,102,161,149.4889,LA Clippers,11.511093139648438,1.4655775182387407,0.1128538543102787,40,DAL
David Duke Jr.,12,15,13.654419,San Antonio Spurs,1.3455810546875,1.1378682454427085,0.1121317545572916,6,SAS
Brandon Clarke,371,463,421.45438,Memphis Grizzlies,41.545623779296875,1.1359956232363966,0.1119828134212853,64,MEM
Brandon Williams,175,207,187.68802,Dallas Mavericks,19.311981201171875,1.0725029645647322,0.1103541782924107,33,DAL
Dariq Whitehead,84,96,86.733116,Brooklyn Nets,9.266883850097656,1.0325370970226468,0.1103200458344959,20,BKN
Tristan Vukcevic,233,273,247.58952,Washington Wizards,25.410476684570312,1.062615979894548,0.1090578398479412,35,WAS
Shai Gilgeous-Alexander,1544,1723,1554.7626,Oklahoma City Thunder,168.2374267578125,1.006970578524733,0.1089620639623138,76,OKC
Marcus Sasser,285,318,287.63327,Detroit Pistons,30.366729736328125,1.0092395447848137,0.1065499288993969,57,DET
Domantas Sabonis,852,1050,959.66785,Sacramento Kings,90.3321533203125,1.126370712065361,0.1060236541318221,70,SAC
Kawhi Leonard,603,681,617.3509,LA Clippers,63.64910888671875,1.0237991560750932,0.1055540777557524,37,LAC
Chris Paul,564,626,566.93384,San Antonio Spurs,59.066162109375,1.0052018402316043,0.1047272377825798,82,SAS
Ivica Zubac,913,1138,1042.6569,LA Clippers,95.3431396484375,1.1420118952371987,0.1044284114440717,80,LAC
Collin Sexton,839,913,825.657,Utah Jazz,87.343017578125,0.9840965225528904,0.1041037158261323,63,UTA
Jalen Brunson,1164,1279,1159.8823,New York Knicks,119.11767578125,0.9964624778511598,0.1023347730079467,65,NYK
Caleb Houstan,176,209,191.2557,Orlando Magic,17.744293212890625,1.086680152199485,0.1008198478005149,58,ORL
Jaren Jackson Jr.,1179,1293,1175.9558,Memphis Grizzlies,117.044189453125,0.9974179902857294,0.0992741216735581,74,MEM
Malik Beasley,1034,1183,1080.9619,Detroit Pistons,102.0380859375,1.0454177118592842,0.0986828684115087,82,DET
Collin Gillespie,152,167,152.00294,Phoenix Suns,14.997055053710938,1.0000193746466386,0.0986648358796772,33,PHX
Jakob Poeltl,531,650,598.80365,Toronto Raptors,51.19635009765625,1.1276904894582744,0.0964149719353225,57,TOR
Gary Trent Jr.,627,711,650.8656,Milwaukee Bucks,60.1343994140625,1.0380631588292464,0.0959081330367822,74,MIL
Derrick White,926,1067,978.6694,Boston Celtics,88.33062744140625,1.0568783720935138,0.0953894464810002,76,BOS
Darius Garland,1124,1255,1148.0553,Cleveland Cavaliers,106.9447021484375,1.0214015105440948,0.0951465321605315,75,CLE
Zion Williamson,475,539,494.26654,New Orleans Pelicans,44.73345947265625,1.0405611379523023,0.0941757041529605,30,NOP
Pascal Siakam,1134,1295,1188.5818,Indiana Pacers,106.418212890625,1.048132087398038,0.0938432212439373,78,IND
Eric Gordon,192,221,203.25279,Philadelphia 76ers,17.747207641601562,1.0586082935333252,0.0924333731333414,39,PHI
DeMar DeRozan,1256,1291,1177.4088,Sacramento Kings,113.5911865234375,0.937427399264779,0.0904388427734375,77,SAC
Jeff Dowtin Jr.,219,240,220.2111,Philadelphia 76ers,19.788894653320312,1.0055301614003638,0.0903602495585402,41,PHI
LeBron James,1225,1394,1283.6313,Los Angeles Lakers,110.36865234375,1.0478623246173469,0.0900968590561224,70,LAL
Mikal Bridges,1082,1245,1148.1018,New York Knicks,96.898193359375,1.0610922427362524,0.0895547073561691,82,NYK
Tyus Jones,650,728,670.217,Phoenix Suns,57.78302001953125,1.031103046123798,0.0888969538762019,81,PHX
Jarrett Allen,605,854,800.39465,Cleveland Cavaliers,53.6053466796875,1.3229663691244835,0.0886038788094008,82,CLE
Quinten Post,260,306,283.48203,Golden State Warriors,22.517974853515625,1.090315481332632,0.0866075955904447,42,GSW
Ryan Rollins,248,286,264.6219,Milwaukee Bucks,21.37811279296875,1.0670237387380292,0.0862020677135836,56,MIL
Austin Reaves,1009,1121,1034.6414,Los Angeles Lakers,86.358642578125,1.025412643629212,0.0855883474510654,73,LAL
Jamal Murray,1094,1185,1093.5802,Denver Nuggets,91.4197998046875,0.9996162707452584,0.0835647164576668,67,DEN
Royce O'Neale,545,630,584.48413,Phoenix Suns,45.515869140625,1.072447946530963,0.0835153562213302,75,PHX
Desmond Bane,983,1104,1021.9342,Memphis Grizzlies,82.0657958984375,1.0396075321480798,0.083485041605735,69,ORL
Luka Dončić,1006,1076,992.9593,Los Angeles Lakers,83.04071044921875,0.987037067147894,0.082545437822285,50,LAL
Michael Porter Jr.,1013,1204,1120.6848,Denver Nuggets,83.315185546875,1.106302877051456,0.082245987706688,77,DEN
Cameron Johnson,688,790,734.2556,Brooklyn Nets,55.744384765625,1.067231998887173,0.0810238150663154,57,BKN
Max Strus,336,402,374.89594,Cleveland Cavaliers,27.10406494140625,1.11576171148391,0.0806668599446614,50,CLE
Drew Peterson,41,47,43.712234,Boston Celtics,3.2877655029296875,1.066152060904154,0.0801894025104801,25,BOS
Jamison Battle,310,363,338.37817,Toronto Raptors,24.621826171875,1.091542496219758,0.0794252457157258,59,TOR
Georges Niang,557,659,614.9935,Cleveland Cavaliers,44.0064697265625,1.1041176486058124,0.0790062293116023,79,ATL
Kyrie Irving,909,989,917.3282,Dallas Mavericks,71.67181396484375,1.009161920830755,0.078846880049333,50,DAL
Taurean Prince,434,513,479.27267,Milwaukee Bucks,33.727325439453125,1.1043149183422738,0.0777127314273113,80,MIL
Chris Duarte,26,30,28.032816,Chicago Bulls,1.967184066772461,1.078185228201059,0.0756609256450946,17,CHI
Ajay Mitchell,176,195,181.6934,Oklahoma City Thunder,13.306594848632812,1.0323488929054954,0.07560565254905,36,OKC
De'Andre Hunter,721,818,764.1116,Cleveland Cavaliers,53.888427734375,1.059794136290742,0.0747412312543342,64,CLE
John Collins,513,602,563.6641,Utah Jazz,38.33587646484375,1.0987604747274,0.0747288040250365,40,UTA
Brook Lopez,752,884,829.18024,Milwaukee Bucks,54.81976318359375,1.102633293638838,0.0728986212547789,80,MIL
Jonas Valančiūnas,610,672,628.2726,Washington Wizards,43.7274169921875,1.029955054111168,0.071684290151127,81,SAC
Craig Porter Jr.,129,149,139.80841,Cleveland Cavaliers,9.19158935546875,1.083786129027374,0.0712526306625484,51,CLE
Jarace Walker,346,401,376.40402,Indiana Pacers,24.595977783203125,1.0878728965803377,0.0710866409919165,75,IND
Shake Milton,235,254,237.3658,Los Angeles Lakers,16.634201049804688,1.0100672295752993,0.070783834254488,57,LAL
Jay Huff,288,367,346.72296,Memphis Grizzlies,20.27703857421875,1.203899171617296,0.0704063839382595,64,MEM
Karl-Anthony Towns,1157,1348,1267.457,New York Knicks,80.54296875,1.0954684799049266,0.069613628997407,72,NYK
Oscar Tshiebwe,68,80,75.29541,Utah Jazz,4.70458984375,1.1072854434742647,0.0691851447610294,14,UTA
Bones Hyland,117,126,117.93927,Minnesota Timberwolves,8.06072998046875,1.0080279488848825,0.0688951280381944,24,MIN
Harrison Ingram,4,4,3.734304,San Antonio Spurs,0.2656960487365722,0.9335759878158568,0.066424012184143,5,SAS
Tre Jones,220,251,236.4087,San Antonio Spurs,14.591293334960938,1.074585030295632,0.0663240606134588,46,CHI
Dereck Lively II,182,256,243.98007,Dallas Mavericks,12.019927978515623,1.340549846271892,0.0660435603215144,36,DAL
Aaron Gordon,463,564,533.4888,Denver Nuggets,30.51123046875,1.1522435627024838,0.0658989858936285,51,DEN
Kyle Filipowski,481,554,522.935,Utah Jazz,31.06500244140625,1.0871829471072636,0.0645842046598882,72,UTA
Duncan Robinson,622,710,670.34265,Miami Heat,39.6573486328125,1.0777213044488545,0.0637577952296021,74,MIA
Brandin Podziemski,604,646,607.83453,Golden State Warriors,38.16546630859375,1.0063485657142488,0.0631878581268108,64,GSW
Brandon Ingram,324,342,321.63876,New Orleans Pelicans,20.361236572265625,0.9927122328016492,0.0628433227539062,18,TOR
Malaki Branham,182,200,188.62987,San Antonio Spurs,11.370132446289062,1.0364278437017085,0.0624732551993904,47,SAS
Daniel Gafford,378,530,506.55215,Dallas Mavericks,23.447845458984375,1.3400850649233218,0.0620313371930803,57,DAL
Gary Payton II,275,340,322.94867,Golden State Warriors,17.05133056640625,1.174358797940341,0.0620048384232954,62,GSW
Damian Lillard,957,1047,988.81805,Milwaukee Bucks,58.18194580078125,1.0332477055373237,0.0607961816100117,58,MIL
Kristaps Porziņģis,570,653,618.45795,Boston Celtics,34.54205322265625,1.085013941714638,0.0606000933730811,42,BOS
Christian Braun,779,970,924.11346,Denver Nuggets,45.88653564453125,1.186281725745146,0.058904410326741,79,DEN
Jaden Hardy,385,420,397.4393,Dallas Mavericks,22.560699462890625,1.0323098715249597,0.0585992193841314,57,DAL
Amir Coffey,486,553,524.62897,LA Clippers,28.37103271484375,1.079483471780157,0.0583766105243698,72,LAC
Devin Booker,1364,1434,1354.4711,Phoenix Suns,79.5289306640625,0.9930139804515672,0.0583056676422745,75,PHX
T.J. McConnell,592,620,585.81213,Indiana Pacers,34.1878662109375,0.9895475232923352,0.0577497740049619,79,IND
Justin Champagnie,382,453,431.37857,Washington Wizards,21.621429443359375,1.1292632737084831,0.0566006006370664,62,WAS
Sandro Mamukelashvili,267,321,305.9701,San Antonio Spurs,15.0299072265625,1.1459554036458333,0.0562917873654026,61,SAS
Anthony Edwards,1567,1716,1628.9639,Minnesota Timberwolves,87.0361328125,1.0395429911853862,0.055543160697192,79,MIN
Moritz Wagner,239,298,284.7327,Orlando Magic,13.267303466796877,1.1913501946995946,0.0555117299865978,30,ORL
Donte DiVincenzo,555,621,590.2743,Minnesota Timberwolves,30.7257080078125,1.0635572828688062,0.0553616360501126,62,MIN
Jake LaRavia,318,363,346.1055,Sacramento Kings,16.894500732421875,1.0883820731684846,0.0531273607937794,66,SAC
Antonio Reeves,233,261,248.84575,New Orleans Pelicans,12.154251098632812,1.0680075060144514,0.052164167805291,44,NOP
Terance Mann,394,452,431.73398,LA Clippers,20.266021728515625,1.095771518455544,0.051436603371867,67,ATL
Obi Toppin,540,655,627.9924,Indiana Pacers,27.00762939453125,1.1629488344545718,0.0500141285083912,79,IND
Dorian Finney-Smith,403,473,453.43433,Los Angeles Lakers,19.565673828125,1.125147211344603,0.048550059126861,63,LAL
Buddy Hield,738,820,784.35645,Golden State Warriors,35.6435546875,1.0628136115345528,0.0482974995765582,82,GSW
Aaron Wiggins,664,765,733.0713,Oklahoma City Thunder,31.9287109375,1.1040230256965362,0.0480854080384036,76,OKC
Richaun Holmes,133,176,169.90004,Washington Wizards,6.0999603271484375,1.2774439073146735,0.0458643633620183,31,WAS
Naji Marshall,671,738,707.5385,Dallas Mavericks,30.46148681640625,1.0544538199457434,0.0453971487576844,69,DAL
Santi Aldama,627,721,693.0475,Memphis Grizzlies,27.9525146484375,1.1053388921077552,0.0445813630756578,65,MEM
Jaden Ivey,394,429,411.50177,Detroit Pistons,17.49822998046875,1.044420736090181,0.0444117512194638,30,DET
Sam Merrill,407,468,450.00793,Cleveland Cavaliers,17.9920654296875,1.1056706009098587,0.0442065489672911,71,CLE
Cade Cunningham,1392,1442,1380.6154,Detroit Pistons,61.3846435546875,0.99182137675669,0.044098163473195,70,DET
Torrey Craig,78,92,88.60542,Chicago Bulls,3.3945770263671875,1.1359669612004206,0.0435202182867588,26,BOS
Anthony Gill,84,93,89.35334,Washington Wizards,3.646659851074219,1.063730239868164,0.043412617274693,51,WAS
Corey Kispert,525,583,560.2139,Washington Wizards,22.78607177734375,1.0670741489955358,0.0434020414806547,61,WAS
Jordan Poole,1014,1091,1047.1934,Washington Wizards,43.806640625,1.0327350684171597,0.0432018152120315,68,WAS
Donovan Mitchell,1276,1347,1292.9036,Cleveland Cavaliers,54.096435546875,1.013247307565145,0.0423953256636951,71,CLE
Luguentz Dort,537,614,591.2713,Oklahoma City Thunder,22.72869873046875,1.101063875734695,0.0423253235204259,71,OKC
Landry Shamet,213,239,230.12811,New York Knicks,8.87188720703125,1.0804136750843605,0.0416520526151701,50,NYK
Davion Mitchell,437,489,471.65335,Toronto Raptors,17.346649169921875,1.0792982856523528,0.0396948493590889,74,MIA
Bismack Biyombo,109,128,123.71256,San Antonio Spurs,4.287437438964844,1.1349776381746344,0.0393342884308701,28,SAS
PJ Hall,23,28,27.103317,Denver Nuggets,0.8966827392578125,1.1784050982931389,0.0389862060546875,19,DEN
Karlo Matković,221,278,269.46487,New Orleans Pelicans,8.535125732421875,1.2192980736089507,0.0386204784272483,42,NOP
Cam Thomas,437,447,430.34866,Brooklyn Nets,16.651336669921875,0.9847795499544122,0.0381037452400958,25,BKN
CJ McCollum,965,1019,982.88336,New Orleans Pelicans,36.11663818359375,1.0185319811568976,0.0374265680659002,56,NOP
Myles Turner,785,891,862.1569,Indiana Pacers,28.84307861328125,1.098289071830215,0.0367427753035429,72,IND
Jalen Pickett,172,181,174.71399,Denver Nuggets,6.2860107421875,1.0157790073128634,0.0365465740824854,49,DEN
Nickeil Alexander-Walker,567,619,598.7473,Minnesota Timberwolves,20.252685546875,1.0559917362488975,0.0357190221285273,82,MIN
James Wiseman,4,4,3.8577132,Indiana Pacers,0.1422867774963379,0.9644283056259156,0.0355716943740844,1,IND
Jaylin Williams,207,235,227.73111,Oklahoma City Thunder,7.268890380859375,1.100150288015172,0.0351154124679196,47,OKC
Jayson Tatum,1424,1526,1476.8636,Boston Celtics,49.1363525390625,1.0371233479360515,0.0345058655470944,72,BOS
Mike Conley,438,471,455.8881,Minnesota Timberwolves,15.111907958984377,1.040840392787707,0.0345020729657177,71,MIN
Coby White,1058,1151,1114.6852,Chicago Bulls,36.3148193359375,1.0535776754858814,0.03432402583737,74,CHI
Dillon Brooks,861,930,900.8788,Houston Rockets,29.1212158203125,1.046316822508348,0.0338225503139518,75,HOU
Kenrich Williams,328,366,355.23837,Oklahoma City Thunder,10.761627197265623,1.0830438195205316,0.0328098390160537,69,OKC
Jrue Holiday,550,601,583.2191,Boston Celtics,17.7808837890625,1.0603983931107954,0.0323288796164772,62,BOS
Kelly Olynyk,254,286,277.82135,Toronto Raptors,8.17864990234375,1.0937848429041586,0.0321994090643454,44,NOP
Johnny Juzang,436,474,460.09964,Utah Jazz,13.900360107421877,1.0552744034233443,0.0318815598794079,64,UTA
Danté Exum,131,145,140.94345,Dallas Mavericks,4.056549072265625,1.075904205555224,0.0309660234524093,20,DAL
Jalen Duren,518,714,698.0916,Detroit Pistons,15.90838623046875,1.3476672080492882,0.0307111703290902,78,DET
Anfernee Simons,1087,1128,1094.7434,Portland Trail Blazers,33.256591796875,1.007123650600851,0.0305948406594986,70,POR
Naz Reid,884,975,948.0966,Minnesota Timberwolves,26.90338134765625,1.0725074871632847,0.0304336893073034,80,MIN
Neemias Queta,199,258,252.06297,Boston Celtics,5.9370269775390625,1.2666481056405072,0.0298343064197942,62,BOS
Nikola Jović,348,386,375.89868,Miami Heat,10.101318359375,1.0801686254040948,0.0290267768947557,46,MIA
Paul George,545,561,545.2626,Philadelphia 76ers,15.7374267578125,1.0004817857654815,0.0288760123996559,41,PHI
Bogdan Bogdanović,474,500,486.35138,LA Clippers,13.64862060546875,1.02605776243572,0.0287945582393855,54,LAC
Immanuel Quickley,418,434,422.0052,Toronto Raptors,11.99481201171875,1.009581789445649,0.0286957225160735,33,TOR
Al Horford,444,496,483.47464,Boston Celtics,12.525360107421877,1.0889068466049057,0.0282102705122114,60,BOS
De'Aaron Fox,1130,1158,1126.8508,San Antonio Spurs,31.149169921875,0.9972131239629424,0.0275656370990044,62,SAS
Jared McCain,269,292,284.7428,Philadelphia 76ers,7.2572021484375,1.058523412087593,0.0269784466484665,23,PHI
Jock Landale,146,167,163.29192,Houston Rockets,3.708084106445313,1.1184377800928402,0.0253978363455158,42,HOU
Jordan Goodwin,141,149,145.42592,Los Angeles Lakers,3.5740814208984375,1.0313894934688057,0.0253480951836768,29,LAL
Jalen Williams,1121,1198,1169.7972,Oklahoma City Thunder,28.2027587890625,1.0435300992069023,0.025158571622714,69,OKC
Victor Wembanyama,826,920,900.96,San Antonio Spurs,19.03997802734375,1.0907506319281552,0.0230508208563483,46,SAS
Josh Hart,725,842,825.4675,New York Knicks,16.532470703125,1.1385759024784483,0.0228034078663793,77,NYK
Guerschon Yabusele,534,630,617.92633,Philadelphia 76ers,12.07366943359375,1.1571654130457043,0.0226098678531718,70,PHI
Klay Thompson,825,878,860.0498,Dallas Mavericks,17.9501953125,1.0424846117424242,0.0217578125,72,DAL
James Harden,1272,1273,1246.2443,LA Clippers,26.7557373046875,0.9797517788485162,0.0210343846734964,79,LAC
Scotty Pippen Jr.,574,628,616.5489,Memphis Grizzlies,11.45111083984375,1.0741269845995751,0.0199496704526894,79,MEM
Moses Brown,42,54,53.171906,Indiana Pacers,0.828094482421875,1.2659977504185267,0.0197165352957589,13,DAL
Rui Hachimura,544,634,623.537,Los Angeles Lakers,10.4630126953125,1.1462076972512638,0.0192334792193244,59,LAL
Quentin Grimes,776,856,842.0461,Philadelphia 76ers,13.95391845703125,1.0851109298234134,0.0179818536817413,75,PHI
Monté Morris,188,189,185.69415,Phoenix Suns,3.30584716796875,0.987734855489528,0.0175842934466422,45,PHX
Cam Spencer,80,85,83.82621,Memphis Grizzlies,1.1737899780273438,1.047827625274658,0.0146723747253417,25,MEM
Walker Kessler,400,531,525.4596,Utah Jazz,5.5404052734375,1.3136489868164063,0.0138510131835937,58,UTA
Devin Vassell,851,903,891.82513,San Antonio Spurs,11.17486572265625,1.047973130760686,0.0131314520830273,64,SAS
Drew Eubanks,190,227,224.55008,Utah Jazz,2.449920654296875,1.1818425228721217,0.0128943192331414,61,LAC
Oso Ighodaro,176,206,203.82901,Phoenix Suns,2.170989990234375,1.1581193750554866,0.0123351703990589,61,PHX
Markelle Fultz,64,60,59.231438,Sacramento Kings,0.7685623168945312,0.925491213798523,0.012008786201477,21,SAC
Dalton Knecht,512,576,570.1792,Los Angeles Lakers,5.82080078125,1.113631248474121,0.0113687515258789,78,LAL
Nate Williams,60,60,59.31861,Houston Rockets,0.6813888549804688,0.9886435190836588,0.0113564809163411,20,HOU
Kevin Knox II,36,40,39.60868,Golden State Warriors,0.3913192749023437,1.1002411312527127,0.0108699798583984,14,GSW
Justin Edwards,362,399,395.0985,Philadelphia 76ers,3.9014892578125,1.0914323501165402,0.0107775946348411,44,PHI
Kentavious Caldwell-Pope,504,544,539.1436,Orlando Magic,4.85638427734375,1.0697293962751115,0.0096356830899677,77,MEM
Jaylen Brown,1079,1103,1092.702,Boston Celtics,10.2979736328125,1.012698819617412,0.0095439978061283,63,BOS
Cole Anthony,530,533,528.2938,Orlando Magic,4.7061767578125,0.9967807985701652,0.0088795787883254,67,MEM
Deni Avdija,811,890,882.98804,Portland Trail Blazers,7.011962890625,1.088764534043619,0.0086460701487361,72,POR
Tobias Harris,755,801,795.0557,Detroit Pistons,5.94427490234375,1.053053940526697,0.0078732117911837,73,DET
Jordan Clarkson,479,468,464.5857,Utah Jazz,3.414306640625,0.9699075017941023,0.0071279888113256,37,UTA
